Checkee_CaseId,VisaType,ApplicationDate,ClearanceDate,Consulate,Major,ApplicationStatus
56211,B1,2012-10-12,2012-12-06,BeiJing,Marketing,Reject
53462,F1,2012-09-21,2012-10-10,BeiJing,Materials Science and Eng,Clear
230147,J1,2013-10-17,2013-11-13,ShangHai,Medicine,Clear
227896,H1,2013-11-05,2013-11-26,Toronto,Computer Science,Clear
36597,H1,2012-06-28,2012-07-19,GuangZhou,physics,Clear
36129,F1,2012-06-29,2012-07-17,BeiJing,EE,Clear
75165,F1,2013-01-02,2013-01-29,BeiJing,Neurobiology,Clear
125820,B1,2013-06-17,2013-08-21,ShangHai,bio*,Clear
159178,F1,2013-08-12,,BeiJing,Physics,Pending
155569,F1,2013-07-15,2013-08-14,BeiJing,E.E.,Clear
40822,F1,2012-06-29,2012-08-09,BeiJing,Biomedical Engineering,Clear
37797,F1,2012-06-29,2012-07-26,BeiJing,EE,Clear
100318,F1,2013-04-16,2013-05-13,ShangHai,Electronic science,Clear
152700,H1,2013-07-15,,ShenYang,Cell Biology,Pending
267461,F1,2013-12-27,2014-01-20,ChengDu,biostatistics,Clear
108128,B1,2013-04-16,,BeiJing,biomedical photonics,Pending
36571,F1,2012-06-29,2012-07-20,ShangHai,Physics,Clear
54522,H1,2012-10-10,2012-11-13,GuangZhou,EE,Clear
46176,F1,2012-08-10,2012-09-06,BeiJing,MBA,Clear
153966,F1,2013-06-10,2013-08-20,ShangHai,ECE,Clear
168454,L1,2013-08-13,2013-09-25,BeiJing,EE,Clear
36269,F1,2012-06-29,2012-07-22,ShangHai,Physics,Clear
159387,F1,2013-08-13,2013-09-04,ShangHai,CS,Clear
137190,F1,2013-06-26,2013-08-15,BeiJing,Materials Engineering,Clear
98441,J1,2013-03-15,2013-04-15,BeiJing,Biochemistry,Clear
149669,F1,2013-06-18,2013-08-23,GuangZhou,molecular medicine,Clear
137874,F1,2013-06-13,2013-08-12,ShenYang,MSE,Clear
97127,J1,2013-03-18,2013-04-16,BeiJing,dentistry,Clear
159973,F1,2013-08-13,2013-09-05,BeiJing,MSE,Clear
159281,F1,2013-06-27,2013-08-19,BeiJing,Physics,Clear
158945,J1,2013-06-18,,Toronto,Computer Science,Pending
158977,F1,2013-06-18,2013-08-15,ShangHai,Organic Chemistry,Clear
105807,J1,2013-04-15,2013-05-16,ShangHai,Soil Science,Clear
153422,F1,2013-06-25,2013-08-13,GuangZhou,EE,Clear
149575,F1,2013-06-25,2013-08-22,ShangHai,Bioengineering,Clear
159487,H1,2013-08-13,2013-09-25,BeiJing,Software Engineer,Clear
180541,B2,2013-08-14,2013-09-25,ShenYang,ME,Clear
156481,F1,2013-07-10,2013-08-23,ChengDu,CE,Clear
36756,F1,2012-06-29,2012-07-20,BeiJing,ME,Clear
53905,J1,2012-10-10,2012-10-30,Montreal,,Clear
71530,F1,2013-01-02,2013-01-04,GuangZhou,ECE,Clear
215957,F1,2013-09-23,2013-10-29,ShangHai,Biomedical,Clear
71343,F1,2013-01-02,2013-01-23,BeiJing,plant,Clear
143747,F1,2013-06-26,2013-08-14,BeiJing,CS,Clear
106372,H1,2013-04-16,2013-05-09,BeiJing,Statistics,Clear
147832,F1,2013-06-27,2013-08-20,BeiJing,CS,Clear
159202,B2,2013-06-28,2013-08-27,GuangZhou,Biomedical,Clear
135627,F1,2013-07-08,2013-08-19,BeiJing,Physics,Clear
173223,B1,2013-08-13,2013-09-25,ShangHai,EE,Clear
147768,F1,2013-06-27,2013-08-21,BeiJing,CS,Clear
136816,F1,2013-06-19,2013-08-20,BeiJing,Mechanical Engineering,Clear
153568,F1,2013-06-25,2013-08-14,BeiJing,EE,Clear
160072,F2,2013-06-25,2013-08-14,BeiJing,,Clear
36643,F1,2012-06-29,2012-07-18,ShangHai,EE,Clear
71190,F1,2012-12-28,2013-01-16,ShangHai,Computer Science,Clear
130306,F1,2013-06-25,2013-08-19,BeiJing,horticulture,Clear
160793,F1,2013-06-26,2013-08-19,BeiJing,CS,Clear
142565,J1,2013-07-08,2013-08-14,ShangHai,Physical Electronics,Clear
131903,F1,2013-06-06,2013-08-23,BeiJing,Geophysics,Clear
114720,B1,2013-05-02,,BeiJing,EE,Pending
159165,F1,2013-07-09,2013-08-19,BeiJing,EE,Clear
37198,J1,2012-06-28,,BeiJing,chemistry,Pending
36994,F1,2012-06-28,2012-07-13,GuangZhou,chemical engineering,Clear
139212,F1,2013-06-13,2013-08-21,BeiJing,cs,Clear
160715,B2,2013-07-10,2013-09-03,GuangZhou,,Clear
230300,H1,2013-10-09,2013-11-15,ChengDu,CS,Clear
222465,B1,2013-10-10,2013-11-12,ShangHai,neurobiology,Clear
254052,H1,2013-12-16,2014-01-06,ShangHai,Biomedical Engineering,Clear
36292,B1,2012-07-12,2012-07-16,GuangZhou,CS,Clear
230282,J1,2013-11-04,2013-11-20,BeiJing,optical wireless,Clear
228027,H1,2013-11-07,2013-12-09,Toronto,Biological Engineering,Clear
53518,J1,2012-09-24,2012-10-11,ShangHai,Bio,Clear
54173,H4,2012-09-24,,BeiJing,,Pending
248662,B2,2013-11-27,2013-12-31,ShangHai,,Clear
163998,H1,2013-08-20,2013-09-26,BeiJing,Physics,Clear
171754,H1,2013-08-20,2013-09-30,BeiJing,CS,Clear
163503,F1,2013-07-05,2013-08-22,ShangHai,CS,Clear
146997,F1,2013-07-05,2013-08-21,BeiJing,Biology,Clear
153602,J1,2013-07-26,2013-07-29,GuangZhou,Psychology,Clear
159356,F1,2013-07-26,2013-08-22,BeiJing,EE,Clear
166246,F1,2013-08-20,2013-09-04,ShangHai,Computer Science,Clear
160800,J1,2013-07-05,2013-08-19,ShangHai,,Clear
159949,F1,2013-07-05,2013-08-14,BeiJing,ChE,Clear
127673,J1,2013-06-06,2013-08-21,BeiJing,,Clear
142726,F1,2013-07-24,,BeiJing,ME,Pending
53880,H1,2012-10-15,2012-11-02,BeiJing,Optical engineering,Clear
152684,H1,2013-06-17,,BeiJing,ME,Pending
54955,J1,2012-10-23,2012-11-16,GuangZhou,EE,Clear
53519,J1,2012-09-24,2012-10-11,ShangHai,Bio,Clear
51856,B1,2012-09-25,2012-10-10,BeiJing,Computer Science,Clear
126925,B2,2013-04-02,2013-04-23,Others,,Clear
106630,F1,2013-05-02,2013-05-31,ShangHai,EE,Clear
151660,H1,2013-06-17,2013-08-06,BeiJing,,Clear
40821,J1,2012-07-12,,ShangHai,automation,Pending
148523,F1,2013-06-18,2013-08-16,BeiJing,Electrical Engineering,Clear
149641,F1,2013-07-05,2013-08-14,ShangHai,Biomedical Engineering,Clear
153727,J1,2013-07-26,2013-08-14,BeiJing,ME,Clear
127142,F1,2013-06-06,2013-08-15,ShenYang,ME,Clear
137967,F1,2013-06-24,2013-08-14,BeiJing,EE,Clear
146536,F1,2013-06-25,2013-08-21,ShangHai,Chemistry PhD,Clear
160173,J1,2013-07-05,2013-08-20,GuangZhou,CS,Clear
141105,F1,2013-06-13,2013-08-01,BeiJing,CS,Clear
127948,F1,2013-06-06,2013-08-02,ShangHai,Mechanical Engineering,Clear
146769,J1,2013-06-17,2013-08-16,BeiJing,bioinformatics,Clear
146344,F1,2013-06-25,,BeiJing,EE,Pending
178744,B1,2013-07-29,2013-09-13,BeiJing,EE,Clear
178451,H1,2013-07-29,,Ottawa,Biomedical Engineering,Pending
148674,J1,2013-07-05,2013-08-22,BeiJing,geography,Clear
127922,L1,2013-06-06,2013-09-23,BeiJing,,Clear
158127,B2,2013-06-28,,BeiJing,telecommunication,Pending
73876,J1,2012-12-26,2013-01-16,BeiJing,CS,Clear
73810,F1,2012-12-26,2013-01-28,GuangZhou,chemistry,Clear
73028,F1,2012-12-26,2013-01-11,BeiJing,Chem/Biochem,Clear
72999,F1,2012-12-26,2013-01-11,ShangHai,CS,Clear
76503,L2,2012-10-15,,BeiJing,,Pending
51270,J1,2012-09-05,2012-09-25,BeiJing,Meteorology,Clear
54172,H4,2012-09-24,,BeiJing,,Pending
53369,H1,2012-09-24,2012-10-22,Toronto,Statistics,Clear
36157,F1,2012-07-12,,Others,Biotechnology,Pending
167890,H4,2013-08-20,2013-10-08,GuangZhou,chem,Clear
127915,F1,2013-06-06,2013-07-05,BeiJing,"Genetics,Bioinformatics",Clear
144329,F1,2013-06-17,2013-08-19,ShangHai,Biomedical Science,Clear
125257,F1,2013-06-14,2013-08-02,BeiJing,EE,Clear
168641,B1,2013-08-27,2013-10-07,BeiJing,CS,Clear
159274,F1,2013-07-05,2013-08-21,BeiJing,Chemistry,Clear
175917,B2,2013-07-29,2013-11-06,Ottawa,chemical engineering,Clear
148698,J1,2013-06-18,2013-08-12,ShangHai,materials science,Clear
124224,F1,2013-06-14,2013-10-10,ShangHai,Aerospace Engineering,Reject
135741,F1,2013-06-10,2013-08-20,ChengDu,Robotics in EE,Clear
110996,H1,2013-04-12,2013-05-09,GuangZhou,Physics,Clear
136590,F1,2013-06-24,2013-08-15,BeiJing,Chemistry-PHD,Clear
159321,F1,2013-06-20,2013-08-18,BeiJing,EE,Clear
53884,J1,2012-09-28,2012-10-23,BeiJing,medicine,Clear
54108,B1,2012-09-28,2012-10-25,Vancouver,Physics,Clear
146332,H1,2013-07-25,2013-09-16,ShangHai,CS,Clear
182229,H1,2013-09-12,2013-10-21,ShangHai,ChE,Clear
135977,F1,2013-06-11,2013-07-19,BeiJing,EE,Clear
56898,F1,2012-10-19,2012-11-05,BeiJing,Chemical engineering,Clear
71956,F1,2012-09-29,,BeiJing,,Pending
40347,J1,2012-07-20,,GuangZhou,,Pending
130200,B1,2013-06-11,2013-07-10,BeiJing,Railway signaling,Clear
209677,B1,2013-10-18,2013-11-14,BeiJing,Fluid Mechanics,Clear
47488,F1,2012-08-17,2012-09-11,ShangHai,Physics,Clear
195033,H1,2013-09-30,2013-11-01,ShangHai,Chemistry,Clear
46114,J1,2012-08-17,2012-09-06,BeiJing,Physics,Clear
105633,J1,2013-04-12,2013-05-15,BeiJing,CS,Clear
36734,F1,2012-07-17,2012-08-09,ChengDu,CS,Clear
44784,F1,2012-07-19,2012-09-12,BeiJing,Phys&Pharm,Clear
41787,J1,2012-07-19,2012-09-12,BeiJing,Computer,Clear
194992,F1,2013-09-30,,ShangHai,Mechanical Engineering,Pending
129867,J1,2013-06-20,2013-08-20,GuangZhou,biochemistry,Clear
209936,H1,2013-09-10,2013-10-18,ShangHai,Computer Science,Clear
185289,B1,2013-09-12,2013-10-17,Others,Aviation,Clear
196791,J1,2013-09-27,2013-11-04,BeiJing,EE,Clear
209901,F2,2013-09-27,2013-10-31,ShangHai,Medicinal chemistry,Clear
127302,F1,2013-06-07,2013-07-10,BeiJing,Chemical Engineering,Clear
222501,B2,2013-10-09,2013-11-04,BeiJing,,Clear
163341,F1,2013-06-20,,ShangHai,CS,Pending
130389,F1,2013-06-11,2013-08-16,ShangHai,CS,Clear
130380,F1,2013-06-10,2013-07-26,BeiJing,Materials Eng,Clear
133129,H1,2013-06-10,2013-07-19,ShangHai,Biochemistry,Clear
135423,F1,2013-06-10,2013-07-19,BeiJing,EE,Clear
104635,J1,2013-04-12,2013-05-09,BeiJing,EE,Clear
62874,L1,2012-10-22,2012-11-08,BeiJing,CS,Clear
76028,H1,2012-10-22,2013-01-23,ShangHai,CS,Clear
36716,F1,2012-07-09,2012-07-27,BeiJing,biostatistics,Clear
36152,F1,2012-07-09,2012-07-30,BeiJing,Engineering Science,Clear
36142,J1,2012-07-09,2012-07-27,BeiJing,plant protection,Clear
35990,F1,2012-07-09,2012-07-26,BeiJing,Agricultural Engineering,Clear
35964,F1,2012-07-09,2012-08-04,ChengDu,computer science,Clear
37117,F1,2012-07-16,2012-08-01,ShangHai,Biological Sciences,Clear
36876,J1,2012-07-17,,BeiJing,IC design,Pending
36752,B1,2012-07-17,,Europe,Computer Science,Pending
143594,F1,2013-07-15,2013-08-19,BeiJing,Chemical Engineering,Clear
128544,F1,2013-06-20,,BeiJing,CS,Pending
133054,F1,2013-06-13,2013-08-07,ShangHai,Physics,Clear
133199,F1,2013-06-11,2013-07-24,BeiJing,ME,Clear
136878,F1,2013-06-24,2013-08-20,BeiJing,pharmaceutical engineerin,Clear
59903,H1,2012-10-22,2012-11-08,BeiJing,Polymer,Clear
59214,H1,2012-10-22,,BeiJing,EE,Pending
54788,J1,2012-10-22,2012-11-09,GuangZhou,computer science,Clear
56981,F1,2012-10-22,2012-11-13,ShangHai,Chemistry,Clear
52001,J1,2012-09-28,2012-10-16,GuangZhou,organic chemistry,Clear
52703,F1,2012-09-28,2012-10-26,BeiJing,MAE,Clear
147636,F1,2013-07-24,,BeiJing,ME,Pending
103209,J1,2013-04-13,,ShangHai,chemisrty,Pending
60014,J1,2012-10-22,2012-11-21,BeiJing,biology,Clear
47694,F1,2012-08-17,2012-09-10,ShangHai,ME,Clear
135357,B2,2013-06-10,2013-07-15,BeiJing,EE,Clear
124366,F1,2013-06-18,2013-08-16,ShangHai,biochemistry,Clear
132363,F1,2013-06-04,2013-08-01,ShangHai,Pharmacology,Clear
105713,B1,2013-04-12,2013-05-07,Others,CS,Clear
136879,F1,2013-06-24,2013-08-15,BeiJing,EE,Clear
254054,F1,2013-12-17,2013-12-27,ShangHai,pharmacology,Clear
160468,F1,2013-07-15,2013-08-15,ShangHai,Computer Science,Clear
153842,F1,2013-07-16,,BeiJing,ESS,Pending
152655,F1,2013-06-10,2013-07-22,BeiJing,Physics,Clear
159338,F1,2013-06-28,2013-08-14,ShangHai,Chemistry,Clear
131560,F1,2013-06-07,2013-07-10,BeiJing,Statistics,Clear
130831,F1,2013-06-25,2013-08-19,BeiJing,EE,Clear
254065,H1,2013-12-03,,BeiJing,ee,Pending
153745,F1,2013-07-05,2013-08-14,ShangHai,Chemistry,Clear
196191,F1,2013-09-09,2013-11-17,ShangHai,Bioengineering,Clear
131484,F1,2013-06-07,2013-08-02,ShangHai,Environmental Science,Clear
141311,B1,2013-06-28,2013-08-26,BeiJing,EE,Clear
195346,F1,2013-09-09,2013-10-15,BeiJing,Polymer,Clear
195521,J1,2013-08-07,2013-12-18,Ottawa,biomedical engineering,Clear
153164,F1,2013-07-05,2013-08-14,ShangHai,EE,Clear
158650,J1,2013-07-16,2013-08-21,BeiJing,,Clear
157901,F1,2013-08-09,,ShangHai,MBA,Pending
148375,B1,2013-05-09,2013-06-05,ShangHai,Biology,Clear
127076,F1,2013-05-28,2013-07-02,GuangZhou,MSE,Clear
161496,F1,2013-06-28,2013-08-21,BeiJing,CS,Clear
122594,F1,2013-06-07,2013-07-24,ShangHai,ME,Clear
118755,F1,2013-05-28,2013-06-07,ShangHai,Physics,Clear
205514,B1,2013-09-06,,ChengDu,,Pending
152856,F1,2013-07-05,2013-08-19,BeiJing,computer engineering,Clear
142034,B2,2013-06-04,2013-08-01,BeiJing,IT management,Clear
150022,F2,2013-06-10,2013-08-06,ShangHai,,Clear
254053,J1,2013-12-06,2013-12-20,BeiJing,Computational Mathematics,Clear
55055,J1,2012-10-23,2012-11-15,BeiJing,Oncology,Clear
137171,F1,2013-06-28,2013-08-20,ShangHai,EE,Clear
146937,F1,2013-05-09,2013-07-26,BeiJing,CS,Clear
141898,F1,2013-06-04,2013-08-19,BeiJing,,Clear
117221,F1,2013-05-09,2013-06-03,BeiJing,Chemistry,Clear
76324,F1,2013-01-03,2013-01-28,BeiJing,Physics,Clear
126191,F1,2013-05-28,,BeiJing,EE,Pending
53867,F1,2012-09-27,2012-10-15,BeiJing,chemistry,Clear
45160,F2,2012-08-10,2012-09-05,ChengDu,,Clear
47614,H1,2012-08-22,2012-11-01,ChengDu,Finance,Clear
37795,F1,2012-07-09,,BeiJing,Communication Mangement,Pending
140786,H1,2013-06-28,2013-08-23,Ottawa,EE,Clear
37558,J1,2012-07-20,2012-08-09,ShangHai,Chemistry,Clear
37088,B1,2012-07-20,2012-08-09,ShangHai,Signal and Information pr,Clear
42235,J1,2012-07-23,2012-08-17,BeiJing,Computer Science,Clear
42406,L1,2012-07-27,,BeiJing,,Pending
140328,J1,2013-06-04,2013-07-22,ShangHai,bio,Clear
106286,H1,2013-04-12,,GuangZhou,Physics,Pending
117927,H1,2013-05-08,2013-06-13,GuangZhou,,Clear
154046,F1,2013-05-29,2013-08-20,ShangHai,chemistry,Clear
192388,F1,2013-09-09,2013-10-15,BeiJing,computer science,Clear
163542,F1,2013-06-28,,ShangHai,ME,Pending
153744,J1,2013-07-05,2013-08-22,BeiJing,Aerospace Engineering,Clear
36009,J1,2012-06-21,2012-07-13,BeiJing,MSE,Clear
35960,F1,2012-06-21,2012-07-09,ShangHai,EE,Clear
127329,F1,2013-05-28,2013-07-11,GuangZhou,EE,Clear
169701,F1,2013-06-04,,BeiJing,Aerospace Engineering,Pending
156569,F1,2013-07-16,2013-08-21,BeiJing,EE,Clear
255377,F1,2013-12-09,2013-12-23,BeiJing,computer science,Clear
199887,J1,2013-09-09,,ShangHai,Bioinformatics,Pending
158047,F1,2013-08-07,,ShangHai,MSE,Pending
132062,F1,2013-06-18,2013-08-11,BeiJing,ECE,Clear
33126,F1,2012-05-24,2012-06-18,BeiJing,Chemical Engineering,Clear
32217,F1,2012-05-24,2012-06-13,ChengDu,Biology,Clear
32159,F1,2012-05-24,2012-06-12,BeiJing,Computer Science,Clear
44824,F1,2012-05-25,,ShenYang,Naval Architecture and Ma,Pending
197235,J1,2013-09-09,2013-10-11,BeiJing,Building Environment and,Clear
131350,F1,2013-06-25,2013-08-14,BeiJing,CE,Clear
228175,F1,2013-11-07,2013-11-26,ShangHai,Mathematics science,Clear
241560,J1,2013-11-04,2013-11-05,ShangHai,refrigeration,Clear
97563,L1,2013-03-25,2013-04-23,ShangHai,,Clear
71646,F1,2013-01-03,,ShangHai,Chemistry,Pending
74060,F1,2012-12-13,2013-02-01,BeiJing,ME,Clear
101342,J1,2013-03-26,2013-04-24,ShangHai,Epidemiology,Clear
70418,F1,2012-12-17,2013-01-02,BeiJing,Chemical Eng,Clear
70384,B2,2012-12-17,2013-01-03,BeiJing,Physics,Clear
37458,F1,2012-07-03,2012-08-06,BeiJing,Physiology,Clear
76243,F1,2013-01-03,2013-01-23,GuangZhou,EE,Clear
76459,F1,2013-01-03,2013-01-28,BeiJing,Microbiology,Clear
138627,F1,2013-06-25,2013-08-15,ShangHai,Food Science,Clear
130291,F1,2013-06-11,2013-08-06,GuangZhou,ECE,Clear
115127,F1,2013-05-10,2013-06-13,ShangHai,Natural resources,Clear
128237,F1,2013-06-06,2013-08-07,ShangHai,MSE,Clear
161551,J1,2013-07-18,2013-08-30,ShenYang,Material Science,Clear
212740,B2,2013-09-23,2013-10-25,ChengDu,Maths,Clear
114306,B1,2013-05-10,2013-07-05,BeiJing,communication,Clear
159256,F1,2013-07-11,,BeiJing,Electrical and Computer E,Pending
158772,F1,2013-07-19,2013-08-20,BeiJing,EE,Clear
101596,F1,2013-04-15,2013-05-14,ShangHai,Pharmaceutical Sciences,Clear
167699,F1,2013-08-19,2013-09-10,BeiJing,EE,Clear
159924,F1,2013-07-18,2013-08-26,BeiJing,EE,Clear
34353,B1,2012-06-21,2012-07-16,BeiJing,pricesion instruments,Clear
148228,F2,2013-06-10,2013-07-30,BeiJing,aeropace,Clear
115780,F1,2013-05-10,2013-06-04,BeiJing,Biotechnology,Clear
154451,F1,2013-06-07,2013-08-15,ShangHai,Pharmaceuticcal Sciences,Clear
41135,H1,2012-07-03,,ShangHai,biology,Pending
71972,F1,2012-12-17,2013-01-07,ShangHai,ChemE,Clear
40951,F1,2012-07-03,2012-08-09,BeiJing,EE,Clear
137927,F1,2013-06-25,2013-08-20,ShangHai,EE,Clear
153021,J1,2013-06-19,2013-08-19,BeiJing,CS,Clear
141268,F1,2013-06-27,2013-08-14,BeiJing,ECE,Clear
137258,F1,2013-06-10,2013-08-12,ShangHai,Epidemiology,Clear
112704,F1,2013-05-10,2013-06-14,GuangZhou,Natural product chemistry,Clear
160424,F1,2013-07-18,,ShenYang,Chemistry,Pending
182235,B1,2013-09-11,2013-10-24,BeiJing,CS,Clear
132622,J1,2013-06-11,2013-07-31,BeiJing,Physics,Clear
136912,F1,2013-06-24,2013-08-20,BeiJing,chemistry,Clear
246096,H1,2013-11-05,,Toronto,EE,Pending
203900,F1,2013-09-09,2013-10-16,BeiJing,Electrical Engineering,Clear
205465,J1,2013-09-09,2013-11-18,ShangHai,EE,Clear
199855,F1,2013-09-12,2013-10-23,BeiJing,chemical engineering,Clear
209879,J1,2013-09-25,2013-10-30,BeiJing,genetics,Clear
161490,F1,2013-07-15,,ShenYang,EE,Pending
159645,H1,2013-07-18,2013-09-09,BeiJing,NAVAL,Clear
99410,H1,2013-03-26,2013-04-26,ShangHai,Mechanical,Clear
163971,F1,2013-06-07,2013-08-20,BeiJing,Biomedical Engineering,Clear
157694,J1,2013-07-19,2013-08-15,ShangHai,spaceweather,Clear
138601,F1,2013-06-25,2013-08-23,BeiJing,ME,Clear
209900,F1,2013-09-27,2013-10-30,ShangHai,Pharmaceutical science,Clear
215978,J1,2013-09-30,2013-11-05,ShangHai,Food Science,Clear
159486,F1,2013-06-07,2013-08-12,BeiJing,ES,Clear
210377,J1,2013-09-30,2013-10-31,ShangHai,Chemsitry,Clear
230339,F1,2013-10-28,2013-11-18,ShangHai,Nano,Clear
201953,F1,2013-09-09,2013-10-11,BeiJing,EE,Clear
71669,F1,2012-12-17,,GuangZhou,Chemistry,Pending
159504,F1,2013-06-25,2013-08-16,BeiJing,Tech E,Clear
114756,F1,2013-05-10,2013-06-13,ShangHai,Bioinformatics,Clear
133087,B2,2013-06-11,2013-08-01,BeiJing,CS,Clear
71617,F1,2012-12-17,2013-01-04,ShangHai,Biochem,Clear
211458,H4,2013-07-02,2013-10-24,BeiJing,CS,Clear
97404,F1,2013-03-25,2013-04-26,GuangZhou,EE,Clear
100781,F1,2013-03-22,2013-04-26,BeiJing,Computer Science,Clear
147716,F1,2013-06-10,2013-08-13,ShangHai,Epidemiology,Clear
72870,F1,2012-12-26,2013-01-10,BeiJing,CS,Clear
70177,F1,2012-12-26,2013-01-11,BeiJing,CS,Clear
42607,F1,2012-08-06,,ShangHai,Mechanical Engineering(Ma,Pending
43028,B1,2012-08-16,2012-09-04,BeiJing,meteorology,Clear
43999,F1,2012-07-06,2012-08-28,ChengDu,Computer Science,Clear
259486,F1,2013-12-16,2013-12-31,ShangHai,ME,Clear
260902,H1,2013-10-08,2013-12-12,Toronto,mba,Clear
37874,F1,2012-07-06,2012-08-07,ChengDu,biostatistics,Clear
37556,J1,2012-07-06,,ShangHai,biology,Pending
260292,J1,2013-12-19,2014-01-06,BeiJing,Chemistry,Clear
259420,H1,2013-12-02,2013-12-23,ShangHai,chemical engineering,Clear
113047,F1,2013-05-24,2013-06-27,ShangHai,ME,Clear
260886,H1,2013-12-23,,Toronto,,Pending
126264,F1,2013-05-16,2013-07-03,BeiJing,mis,Clear
123953,F1,2013-05-22,2013-06-19,BeiJing,Epidemiology,Clear
69857,F1,2012-12-26,2013-01-10,BeiJing,Mechanical Engineering,Clear
69824,F1,2012-12-26,2013-01-11,ShangHai,ECE,Clear
45407,J1,2012-08-22,,GuangZhou,,Pending
45789,F1,2012-08-23,2012-09-11,ShangHai,CS,Clear
77394,J1,2013-01-08,2013-01-30,ShangHai,Pharmacology,Clear
120767,F1,2013-05-13,,ShangHai,bam,Pending
106478,B2,2013-04-22,,BeiJing,electric and electronics,Pending
48148,F1,2012-08-27,2012-09-13,ShangHai,CS,Clear
105620,H1,2013-04-29,2013-05-23,ShangHai,Biology,Clear
66089,J1,2012-11-21,2012-12-11,BeiJing,Mechanics,Clear
45322,F1,2012-08-27,2012-10-09,GuangZhou,Information System Manage,Clear
105516,B1,2013-04-29,2013-05-16,ShangHai,HR,Clear
64672,J1,2012-11-26,2012-12-11,ChengDu,CS,Clear
122325,F1,2013-05-13,2013-06-14,GuangZhou,"CS, AI",Clear
259808,J1,2013-12-03,2013-12-31,ChengDu,Physics,Clear
132443,B2,2013-05-23,2013-07-16,ShangHai,,Clear
62776,F1,2012-10-12,,ShangHai,ME,Pending
51704,J1,2012-08-27,,BeiJing,Computer Science,Pending
260276,F1,2013-12-23,2014-01-10,ShangHai,Chemistry,Clear
45418,F1,2012-08-06,2012-09-04,BeiJing,Ocean Engineering,Clear
43807,B2,2012-08-06,2012-08-27,ChengDu,,Clear
42782,F1,2012-08-06,2012-09-10,BeiJing,Neuroscience,Clear
47185,J1,2012-08-29,2012-09-19,ShenYang,Biomedical Science,Clear
46637,F1,2012-08-29,2012-09-18,GuangZhou,ME,Clear
200030,J1,2013-04-29,2013-08-30,BeiJing,Chemistry,Clear
112737,F1,2013-05-24,2013-06-28,GuangZhou,Biomedical Engineering,Clear
116912,F1,2013-05-16,2013-06-20,ShangHai,ME,Clear
140025,F1,2013-05-16,2013-08-20,BeiJing,CS AA0031BL3X,Clear
113406,F1,2013-05-16,2013-08-15,BeiJing,ME,Clear
130998,F1,2013-05-23,2013-07-03,ShangHai,EE,Clear
117181,F1,2013-05-16,2013-07-02,ShangHai,CS,Clear
122997,F1,2013-05-23,2013-06-25,BeiJing,GCB,Clear
127644,F1,2013-05-23,2013-06-27,ShangHai,Chemistry,Clear
134034,B1,2013-06-27,2013-08-26,BeiJing,EEE,Clear
37457,J1,2012-07-02,,GuangZhou,Materials Science,Pending
136219,J2,2013-05-16,2013-08-06,ShangHai,biology,Clear
120983,F1,2013-05-21,2013-06-17,BeiJing,Mechanical Engineering,Clear
161805,F1,2013-07-09,2013-08-14,BeiJing,EE,Clear
74263,F1,2013-01-04,,ShangHai,EE,Pending
42612,J1,2012-08-06,2012-08-22,ShangHai,Chemical Engineering,Clear
72172,J1,2013-01-04,,BeiJing,Electrical,Pending
73816,F1,2013-01-08,2013-01-17,GuangZhou,Information Systems,Clear
141994,J1,2013-07-24,2013-08-20,ShangHai,EE,Clear
72394,F1,2013-01-08,2013-01-23,BeiJing,mechanical engineering,Clear
124059,B1,2013-05-22,2013-07-03,ShangHai,Computer Science,Clear
260129,F1,2013-12-13,2013-12-26,BeiJing,MSE,Clear
260408,H1,2013-12-16,,ShangHai,Computer Science,Pending
261086,F1,2013-12-20,2014-01-10,ShangHai,Chemistry,Clear
178558,F1,2013-09-09,2013-10-15,BeiJing,Mechanical & Materials En,Clear
131081,F1,2013-06-06,2013-07-11,BeiJing,Cancer Biology,Clear
261264,F1,2013-12-23,2014-01-16,ShenYang,Bioinformatics,Clear
130651,F1,2013-06-03,2013-07-06,GuangZhou,ME,Clear
131462,F1,2013-06-03,2013-07-05,BeiJing,biochemistry,Clear
140838,F1,2013-06-06,2013-07-26,ShangHai,Microbiology and Immunolo,Clear
130996,B1,2013-05-24,2013-07-05,BeiJing,,Clear
164788,J1,2013-08-01,2013-10-24,GuangZhou,Materials Science and Eng,Clear
131085,F1,2013-06-03,2013-07-10,BeiJing,Materials Engineering,Clear
122480,F1,2013-05-24,2013-07-05,ShangHai,Biochemistry,Clear
133680,F1,2013-06-11,2013-07-19,BeiJing,ME,Clear
164771,J1,2013-07-18,2013-08-26,BeiJing,CS,Clear
154659,H4,2013-07-19,2013-08-26,BeiJing,chemical engineering,Clear
124398,F1,2013-06-04,2013-07-08,BeiJing,neuroscience,Clear
124081,J1,2013-06-03,2013-07-10,ShangHai,Computer Science,Clear
160064,F1,2013-07-19,,BeiJing,EE,Pending
126204,F1,2013-06-06,2013-07-16,ChengDu,Chemistry,Clear
140061,F1,2013-06-06,2013-08-01,ShangHai,Chemistry,Clear
124928,F1,2013-05-30,2013-07-09,ShangHai,Chemistry,Clear
132755,F1,2013-06-06,2013-07-31,ChengDu,Public Health,Clear
150472,H1,2013-07-18,2013-09-13,BeiJing,ME,Clear
146642,H1,2013-07-18,2013-09-16,ShangHai,computer,Clear
